                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    126,                  1.989,                0.88553,                 1.0063,                0.75894,                0.63529,                0.71675,                0.30496,                 2.0887,                0.82407,                  1.002,              0.0007625,              0.0007625,              0.0007625
                    127,                 1.8702,                 0.8487,                0.99959,                0.75894,                0.63529,                0.71675,                0.30496,                 2.0887,                0.82407,                  1.002,              0.0007526,              0.0007526,              0.0007526
                    128,                 1.9929,                0.87653,                  1.031,                0.80628,                0.62023,                0.72746,                 0.3021,                 2.0936,                0.82496,                 1.0022,              0.0007427,              0.0007427,              0.0007427
                    129,                 2.1411,                0.92689,                0.96757,                0.80628,                0.62023,                0.72746,                 0.3021,                 2.0936,                0.82496,                 1.0022,              0.0007328,              0.0007328,              0.0007328
                    130,                 2.0795,                0.89678,                 0.9945,                0.80628,                0.62023,                0.72746,                 0.3021,                 2.0936,                0.82496,                 1.0022,              0.0007229,              0.0007229,              0.0007229
                    131,                 1.9886,                0.88385,                 1.0159,                0.80628,                0.62023,                0.72746,                 0.3021,                 2.0936,                0.82496,                 1.0022,               0.000713,               0.000713,               0.000713
                    132,                 2.0577,                0.91277,                 1.0219,                0.80543,                0.61961,                 0.7249,                0.30074,                 2.0931,                0.82826,                 1.0009,              0.0007031,              0.0007031,              0.0007031
                    133,                 1.9677,                0.89168,                 1.0182,                0.80543,                0.61961,                 0.7249,                0.30074,                 2.0931,                0.82826,                 1.0009,              0.0006932,              0.0006932,              0.0006932
                    134,                 1.9952,                0.88296,                 1.0258,                0.80543,                0.61961,                 0.7249,                0.30074,                 2.0931,                0.82826,                 1.0009,              0.0006833,              0.0006833,              0.0006833
                    135,                 2.0207,                0.89881,                 1.0149,                0.80543,                0.61961,                 0.7249,                0.30074,                 2.0931,                0.82826,                 1.0009,              0.0006734,              0.0006734,              0.0006734
                    136,                 1.9624,                0.88539,                 1.0138,                0.79218,                0.62783,                0.72952,                0.30493,                 2.0772,                0.82224,                 0.9983,              0.0006635,              0.0006635,              0.0006635
                    137,                 2.0105,                0.89349,                0.98832,                0.79218,                0.62783,                0.72952,                0.30493,                 2.0772,                0.82224,                 0.9983,              0.0006536,              0.0006536,              0.0006536
                    138,                 2.1409,                0.91467,                0.97019,                0.79218,                0.62783,                0.72952,                0.30493,                 2.0772,                0.82224,                 0.9983,              0.0006437,              0.0006437,              0.0006437
                    139,                 1.9992,                0.87559,                 1.0332,                0.79218,                0.62783,                0.72952,                0.30493,                 2.0772,                0.82224,                 0.9983,              0.0006338,              0.0006338,              0.0006338
                    140,                 1.9408,                0.86446,                 1.0026,                0.78323,                0.63137,                 0.7286,                0.30719,                 2.0593,                0.82139,                0.99702,              0.0006239,              0.0006239,              0.0006239
                    141,                 1.9899,                0.87385,                0.98899,                0.78323,                0.63137,                 0.7286,                0.30719,                 2.0593,                0.82139,                0.99702,               0.000614,               0.000614,               0.000614
                    142,                 1.9398,                0.85597,                 1.0485,                0.78323,                0.63137,                 0.7286,                0.30719,                 2.0593,                0.82139,                0.99702,              0.0006041,              0.0006041,              0.0006041
                    143,                 2.1088,                0.91851,                0.99704,                0.78323,                0.63137,                 0.7286,                0.30719,                 2.0593,                0.82139,                0.99702,              0.0005942,              0.0005942,              0.0005942
                    144,                  1.982,                0.88606,                 1.0059,                0.76955,                0.62353,                0.71844,                0.31062,                 2.0443,                0.81992,                0.99598,              0.0005843,              0.0005843,              0.0005843
                    145,                 2.0635,                0.91296,                0.99509,                0.76955,                0.62353,                0.71844,                0.31062,                 2.0443,                0.81992,                0.99598,              0.0005744,              0.0005744,              0.0005744
                    146,                 1.8989,                0.85429,                 1.0604,                0.76955,                0.62353,                0.71844,                0.31062,                 2.0443,                0.81992,                0.99598,              0.0005645,              0.0005645,              0.0005645
                    147,                 1.9449,                0.86846,                 1.0163,                0.76955,                0.62353,                0.71844,                0.31062,                 2.0443,                0.81992,                0.99598,              0.0005546,              0.0005546,              0.0005546
                    148,                 2.1232,                0.90512,                0.99978,                0.76561,                0.61569,                0.71382,                0.31481,                 2.0339,                0.81698,                0.99636,              0.0005447,              0.0005447,              0.0005447
